,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic
57,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,gauloise 4,gaul,1.0,,50.0,300.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,gauloise 4,gauloise 4,,wine,,adriatic
58,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,adriatic_1,adriatic italy,62.0,,100.0,200.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,adriatic,adriatic,,unknown,,adriatic
59,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,forlimpopoli,adriatic italy,16.0,,-25.0,300.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,forlimpopoli,forlimpopoli,,wine,"garum suggested for the type A and D, but unconfirmed",adriatic
60,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 6b,adriatic italy,197.0,,1.0,150.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,dr 6b,dr 6b,,olive oil,,adriatic
61,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 7-11,baetica,14.0,,-30.0,96.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,dr 7-11,dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,adriatic
62,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 20,baetica,1.0,,1.0,300.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,dr 20,dr 20,,olive oil,,adriatic
63,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 25,s italy/em,9.0,,-25.0,100.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,dr 25,dr 25,,unknown,,adriatic
64,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,collo ad imbuto,adriatic italy,9.0,,1.0,250.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,collo ad imbuto,collo ad imbuto,,unknown,,adriatic
65,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,brindisi,adriatic italy,8.0,,-125.0,-25.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,brindisi,brindisi,merge with Ovoide di Brindisi,olive oil,,adriatic
66,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,north-italian,adriatic italy,1.0,,1.0,200.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,north-italian,north-italian,,unknown,,adriatic
67,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,schörgendorfer 558,adriatic italy,3.0,,1.0,200.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,schörgendorfer 558,schörgendorfer 558,,olives,,adriatic
68,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI/LI,200.0,400.0,africana_3,africa,2.0,,200.0,400.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,africana,africana,merge with African,unknown,,adriatic
69,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LI,300.0,700.0,spatheia,africa,2.0,,375.0,700.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,spatheia,spatheia,,unknown,,adriatic
70,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LI,300.0,700.0,lra3,anatolia,1.0,,375.0,600.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,lra3,lra3,,wine,"the same as predecessor, Agora F65-66",adriatic
71,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LI,300.0,700.0,almagro 50,lusitania,1.0,,200.0,500.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,almagro 50,almagro 50,,fish sauce,,adriatic
72,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LR,-150.0,-1.0,greco-ital,tyrrhenian italy,1.0,,-350.0,-150.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,greco-ital,greco-ital,,wine,,adriatic
73,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LR,-150.0,-1.0,dr 1,tyrrhenian italy,4.0,,-150.0,-50.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,dr 1,dr 1,,wine,,adriatic
74,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LR/EI,-100.0,50.0,lamb.2,adriatic italy,46.0,,-200.0,-25.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,lamb.2,lamb.2,,wine,evidence from Marague des Giennes,adriatic
75,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LI,300.0,700.0,africanaiiib,africa,1.0,,275.0,400.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,africanaiiib,africanaiiib,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian
76,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,dr 6b,adriatic italy,1.0,,1.0,150.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 6b,dr 6b,,olive oil,,tyrrhenian
77,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,1.0,,-70.0,225.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 2-4,dr 2-4,,wine,,tyrrhenian
78,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,lamb.2,adriatic italy,1.0,,-200.0,-25.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,lamb.2,lamb.2,,wine,evidence from Marague des Giennes,tyrrhenian
79,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,adriatic,adriatic italy,2.0,,1.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,adriatic,adriatic,,unknown,,tyrrhenian
80,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_2,tarraconesis,1.0,,-25.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 2-4,dr 2-4,,wine,,tyrrhenian
81,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 20,baetica,2.0,,1.0,300.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 20,dr 20,,olive oil,,tyrrhenian
82,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,1.0,,-70.0,225.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 2-4,dr 2-4,,wine,,tyrrhenian
83,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150.0,-1.0,dr 1,tyrrhenian italy,1.0,,-150.0,-50.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 1,dr 1,,wine,,tyrrhenian
84,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150.0,-1.0,dr 1b/c,tyrrhenian italy,1.0,,-150.0,-50.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 1b/c,dr 1b/c,,wine,,tyrrhenian
85,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150.0,-1.0,brindisi,adriatic italy,2.0,,-125.0,-25.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,brindisi,brindisi,merge with Ovoide di Brindisi,olive oil,,tyrrhenian
86,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,lamb.2,adriatic italy,4.0,,-200.0,-25.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,lamb.2,lamb.2,,wine,evidence from Marague des Giennes,tyrrhenian
87,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,lamb.2/dr 6a,adriatic italy,8.0,,-200.0,50.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,lamb.2/dr 6a,lamb.2/dr 6a,,wine,,tyrrhenian
88,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,dr 6a,adriatic italy,1.0,,-25.0,50.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 6a,dr 6a,,wine,,tyrrhenian
89,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,italian,adriatic italy,1.0,,1.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,italian,italian,,unknown,,tyrrhenian
90,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_3,gaul,2.0,,-30.0,100.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 2-4,dr 2-4,,wine,,tyrrhenian
91,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,gauloise 2/7/8/9,gaul,1.0,,-40.0,27.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,gauloise 2/7/8/9,gauloise 2/7/8/9,,wine,,tyrrhenian
92,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 7-11,gaul,14.0,,-30.0,96.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 7-11,dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian
93,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,gauloise_2,gaul,4.0,,1.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,gauloise,gauloise,,wine,,tyrrhenian
94,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 7-13,baetica,2.0,,-30.0,150.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 7-13,dr 7-13,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian
95,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_6,baetica,2.0,,1.0,125.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 2-4,dr 2-4,,wine,,tyrrhenian
96,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 20,baetica,1.0,,1.0,300.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 20,dr 20,,olive oil,,tyrrhenian
97,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,baetican,baetica,2.0,,1.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,baetican,baetican,,unknown,,tyrrhenian
98,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_2,tarraconesis,1.0,,-25.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,dr 2-4,dr 2-4,,wine,,tyrrhenian
99,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,dr 2-4_1,africa,2.0,Casa delle Bestie Ferite,-25.0,100.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,dr 2-4,dr 2-4,,wine,,adriatic
100,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,Casa delle Bestie Ferite,1.0,200.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,aegean/oriental,aegean/oriental,,unknown,,adriatic
101,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,forlimpopoli,adriatic italy,3.0,Casa delle Bestie Ferite,-25.0,300.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,forlimpopoli,forlimpopoli,,wine,"garum suggested for the type A and D, but unconfirmed",adriatic
102,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,dr 20,baetica,1.0,Casa delle Bestie Ferite,1.0,300.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,dr 20,dr 20,,olive oil,,adriatic
103,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,gauloise 4,gaul,2.0,Casa delle Bestie Ferite,50.0,300.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,gauloise 4,gauloise 4,,wine,,adriatic
104,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,agora m254,africa/sicily,13.0,Casa delle Bestie Ferite,1.0,400.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,agora m254,agora m254,,wine,,adriatic
105,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,leptiminus 1,africa,1.0,Casa delle Bestie Ferite,250.0,400.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,leptiminus 1,leptiminus 1,,fish sauce,,adriatic
106,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI/LI,200.0,400.0,africanai,africa,11.0,Casa delle Bestie Ferite,150.0,400.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,africanai,africanai,,olive oil,,adriatic
